[,0,0,0,2.0423484345126988,0,0,1.438945324443937,5.95619012991317,1.2036954076411135,0,1.2036954076411135,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,1.438945324443937,1.2036954076411135,1.2036954076411135,0,3.579942768777142,0,0,0,0,0,0,2.8406605261789,2.8406605261789,0]
[,0,0,0,0,0,0,1.438945324443937,1.2036954076411135,1.2036954076411135,0,3.579942768777142,0,0,0,0,0,0,2.8406605261789,2.8406605261789,0]
[,0,0,0,0,0,0,1.438945324443937,3.579942768777142,3.579942768777142,0,1.2036954076411135,0,0,0,0,0,0,2.8406605261789,2.8406605261789,0]
[,0,0,0,0,0,0,1.438945324443937,3.579942768777142,3.579942768777142,0,1.2036954076411135,0,0,0,0,0,0,2.8406605261789,2.8406605261789,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8406605261789,0]
[,0,0,0,0,0,0,1.438945324443937,1.2036954076411135,3.579942768777142,0,3.579942768777142,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,1.438945324443937,1.2036954076411135,3.579942768777142,0,3.579942768777142,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,1.438945324443937,3.579942768777142,1.2036954076411135,0,1.2036954076411135,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,2.8406605261789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8406605261789,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8406605261789,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8406605261789,0,0,0,0,0]
[,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
